,dX,dY,AccX,AccY,VelX,VelY,Sca_Vel,Sca_Acc,Toilet_Freq,Label
1898,-2.974027395248413,-3.206014633178711,0.12772339582443237,-0.14563101530075073,0.2531476616859436,-0.2794100344181061,0.37703276508890865,0.19370508113741394,0.0,1
1899,-3.1502187252044678,-11.05051040649414,0.1350764036178589,-0.24048924446105957,0.27480608224868774,-0.42070621252059937,0.5025058209556386,0.27582732191678544,0.0,1
1900,0.20292401313781738,-3.180408477783203,0.11086738109588623,-0.23731814324855804,0.249650776386261,-0.4352865219116211,0.5017966383986436,0.2619379264367869,0.0,1
1901,-2.813231945037842,-4.931735992431641,0.0,0.0,0.1309230923652649,-0.23069575428962708,0.26525720944348274,0.0,0.0,1
1902,3.2304883003234863,-0.7853031158447266,-0.03407338261604309,0.007755738217383623,0.0743006095290184,-0.2140841782093048,0.22661115580645416,0.034944912050194836,0.0,1
1903,6.652402877807617,-7.033967971801758,-0.08426833897829056,-0.051990069448947906,-0.016613468527793884,-0.29053324460983276,0.29100785824448266,0.0990157577129343,0.0,1
1904,-1.379096508026123,-3.380131721496582,-0.07168854773044586,-0.05775973200798035,-0.005655176937580109,-0.30188360810279846,0.3019365725899387,0.09206212314157286,0.0,1
1905,0.21182894706726074,-4.804754257202148,-0.07179386913776398,-0.07165274024009705,-0.014335623010993004,-0.32823002338409424,0.32854293225975256,0.10143211931969676,0.0,1
1906,-1.1451363563537598,-1.7947912216186523,-0.058121293783187866,-0.08258914947509766,-0.002548225224018097,-0.33501389622688293,0.3350235874037961,0.10099035796575659,0.0,1
1907,-0.5563914775848389,-1.656651496887207,-0.04931574687361717,-0.09254679083824158,0.0022826306521892548,-0.34085285663604736,0.34086049973507954,0.10486635010412022,0.0,1
1908,-2.3362338542938232,-13.222479820251465,-0.0286756232380867,-0.18047550320625305,0.02776816487312317,-0.47893279790878296,0.47973711123192886,0.182739428218551,0.0,1
1909,-3.690671920776367,-11.28835678100586,0.005317326635122299,-0.26691627502441406,0.07319802790880203,-0.6052530407905579,0.609663181335362,0.2669692338743422,0.0,1
1910,-4.943329095840454,-8.118224143981934,0.050184667110443115,-0.3324989378452301,0.13626626133918762,-0.6974771618843079,0.7106636935495922,0.33626484276711444,0.0,1
1911,-3.14028263092041,-10.302495956420898,0.07017066329717636,-0.3864939510822296,0.16808941960334778,-0.7928592562675476,0.8104812479210849,0.39281229131828166,0.0,1
1912,-1.8914341926574707,-8.9552640914917,0.0,0.0,0.17580819129943848,-0.83537358045578,0.8536729696151153,0.0,0.0,1
1913,-2.9068022966384888,-6.229305267333984,0.016984786838293076,-0.019210290163755417,0.1963980495929718,-0.8348198533058167,0.8576108565995819,0.025642118323530368,0.0,1
1914,-2.7957916259765625,-6.2351226806640625,0.024561718106269836,-0.0008968394249677658,0.208814799785614,-0.8047714233398438,0.8314208708193126,0.024578086119265676,0.0,1
1915,-3.927946090698242,-9.30483341217041,0.041145991533994675,-0.01724109798669815,0.23542280495166779,-0.8207456469535828,0.8538426752538,0.044612196528555824,0.0,1
1916,-4.154258966445923,-1.721811294555664,0.05556109547615051,0.042677778750658035,0.26208171248435974,-0.7292624115943909,0.7749261184030394,0.07006017506115747,0.0,1
1917,-6.130227446556091,-9.610819816589355,0.08879733085632324,-0.019358139485120773,0.31574007868766785,-0.7840121984481812,0.8452022980359465,0.09088291110837465,0.0,1
1918,-2.555537223815918,-5.419731140136719,0.0822877287864685,-0.005753431469202042,0.3142305314540863,-0.7556325793266296,0.8183650907985585,0.08248861910897892,0.0,1
1919,-4.0020376443862915,-5.99827766418457,0.08704718947410583,0.008640363812446594,0.33043932914733887,-0.7308043241500854,0.8020380978755351,0.08747496260160571,0.0,1
1920,3.5602331161499023,-9.77168083190918,0.03267974406480789,-0.038887836039066315,0.25064027309417725,-0.7807008624076843,0.8199477928873434,0.05079595913005927,0.0,1
1921,-1.9096612930297852,-2.571725845336914,0.026018649339675903,0.008175898343324661,0.2436058521270752,-0.7105416059494019,0.7511412550084794,0.02727297980018678,0.0,1
1922,-2.6954054832458496,-7.81102180480957,0.0,0.0,0.24646790325641632,-0.709642231464386,0.7512246827769754,0.0,0.0,1
1923,-2.7111470699310303,-7.806062698364258,0.0,0.0,0.24646790325641632,-0.709642231464386,0.7512246827769754,0.0,0.0,1
1924,-12.58193850517273,-27.704763412475586,0.0837637186050415,-0.2860482931137085,0.3755865693092346,-1.0630722045898438,1.1274696373814201,0.29806037399797153,0.0,1
1925,-0.22257864475250244,-12.050437927246094,0.05931737646460533,-0.40724503993988037,0.34221139550209045,-1.1982109546661377,1.2461212345086754,0.4115423109551173,0.0,1
1926,-4.824411869049072,12.316131591796875,0.07125268131494522,-0.2337898463010788,0.36511164903640747,-0.9534051418304443,1.0209250122956213,0.24440670372976922,0.0,1
1927,-2.79831625521183,1.1929035186767578,0.06218888610601425,-0.12911711633205414,0.3579120337963104,-0.8248910903930664,0.8991920456421272,0.14331324881186672,0.0,1
1928,-5.007968284189701,-8.343887329101562,0.07221048325300217,-0.15541495382785797,0.3794924318790436,-0.857366681098938,0.9375991316719947,0.17137141466693717,0.0,1
1929,-4.422976262867451,2.90677547454834,0.07584547251462936,-0.11500580608844757,0.39229685068130493,-0.7721525430679321,0.8660925867485213,0.1377638237529033,0.0,1
1930,-2.650018036365509,-2.9659032821655273,0.05930294096469879,-0.0945926159620285,0.37687113881111145,-0.7367274165153503,0.8275259159169377,0.11164498108559273,0.0,1
1931,1.3120472431182861,-2.9158592224121094,0.004401706159114838,-0.059115272015333176,0.30445408821105957,-0.6877009272575378,0.7520803528741493,0.059278920389612556,0.0,1
1932,-2.0797915756702423,-6.045961380004883,-0.009362200275063515,-0.04977656155824661,0.28577473759651184,-0.6775521636009216,0.7353530682934867,0.050649352163204556,0.0,1
1933,-3.137858957052231,-7.483196258544922,0.0,0.0,0.14237244427204132,-0.3415137827396393,0.3700021306548559,0.0,0.0,1
1934,-5.051560699939728,-2.6171445846557617,0.03392287343740463,-0.03236369043588638,0.1925986260175705,-0.3634558320045471,0.41133243558218646,0.04688464355074118,0.0,1
1935,-2.9766395688056946,-3.0271530151367188,0.04223832115530968,-0.02727312035858631,0.20845767855644226,-0.35716143250465393,0.41354430550778654,0.050278214647230826,0.0,1
